user,waktu,review
Hamdani,6 tahun lalu,"pemandangan yangnluar biasa, dengen pesona magnetik gunung kelud, suasana berkabut, paling favorit nanas kelud yang manis dan segar.. kelud menawarkan lembah lembah yang luar biasa bagus..cocok menjadikan kelud bucket listi"
Ummy Almas,2 bulan lalu,"Akses mudah, pemandangannya bagus, kalo capek bisa ngojek heheh"
Diyan Official,3 tahun lalu,"Wajib di kunjungi sih ❤️
HTM :10K + Parkir 2k
Ada jasa gojek ya untuk yang bukan jiwa petualang,tarif 30k PP."
Danis “Danis king” Maulana,3 tahun lalu,"Mantul
Lah on budget bgt .. …"
Kiyu Al Jambrong,8 tahun lalu,"Saat aku kesini,  pada sore hari jam 3 an.. Waktu itu hujan,  jadi aku ke warung  beli makanan..  Harga murah,  itu sudah tak fotokan..  Aku naik motor vario,  bisa naik ke atas..  Cmn di pintu gerbang terakhir di tutup jd gak bisa masuk, …"
Naufal Alif,6 tahun lalu,Salah satu gunung yang wajib anda kunjungi di Jawa Timur. Akses jalan menuju gunung ini juga tidak terlalu sulit. Anda dapat menyewa jeep ataupun mengendarai kendaraan bermotor milik sendiri. Untuk pemandangannya juga  #LetsGuide #LocalGuide
Aswin Nobby,Diedit 10 bulan lalu,"Kelud Volcano is a stratovolcano which administratively located in 3 regions, namely Kediri Regency, Blitar Regency and Malang Regency, East Java Province as the part of hundreds volcano exists in Indonesia ring of fire lines. …"
Raihan Nafis,Diedit 2 tahun lalu,"Came here on sunday, better you got there before 9AM so you can enjoy the scenery with less people visit. …"
Ain Zain,3 tahun lalu,"Puncak Sejati memang TOP, dari Pos 4 keatas medannya lengkap ada hutan, panjat batu dan pasir luas. Memanjati batu terutama menuju Puncak Sejati cukup extream dengan kemiringan 80 derajad dipadukan bebatuan yang licin. Tapi sebanding dengan pemandangan kawah (yang kebetulan biru) juga pegunungan Kelud. Waktu mucak pas 17 Agst rame seruuu"
Maria Ffa,3 tahun lalu,BAGUS.. tiket masuk kmrin waktu weekend 20rb 2org.. trus aku nyoba jalan nih smpe pos 2 apa pos 3 y lupa.. trus karna ga sanggup akhirnya naek ojek.. 30rb/org PP.. kalo dri pangkalan ojeknya 50 apa ya aku lupa.. untung juga kesana pas gak hujan jadi bagus banget banget banget
Ayu Wanda Sari,11 bulan lalu,"Masyaallah, indah..
Libur Lebaran gas dari Jogja ke Kediri.."
Salsabila Tajrin,4 tahun lalu,"Saya datang lagi di tahun 2021. Banyak perubahan pasca meletusnya gunung kelud. Dulu terowongan bisa kita lalui dengan jalan kaki, sekarang harus naik ojek karna terowongan yang dulu hancur ketimpa bebatuan. Sekarang di perbaiki lagi. …"
dyah riani,setahun lalu,"Dulu pernah ke sana sebelum gunung api meletus sekarang ke sini lagi di 2024 ,ada perbedaan sih tapi ya lumayan bagus walaupun tidak sebagus dulu 😄😄 …"
Budia Ningsih,Diedit setahun lalu,Gunung Kelud yang pernah meletus dengan dashyatnya di tahun 1914 menjadi tempat wisata yang banyak diminati. Terletak diantara wilayah Blitar dan Kediri. Untuk jalur menuju ke sana bisa diakses sepeda motor yg nantinya ada tempat penitipan …
M Zakaria,sebulan lalu,Kota malang keliatan bagus dr sini
Citra Marmer Tulungagung,Diedit 4 tahun lalu,"tempat sangat indah, perjalanan sekitar 1 jam dari pusat kota. Perjalanan ke kawah dapat ditempuh dengan jalan kaki atau naik ojek yang banyak tersedia di area gunung kelud."
Donny Chahaya Dharma,6 tahun lalu,Tempat yang enak buat santai sembari menikmati senja di kelud. Semoga kedepannya aksesnya makin mudah dan jalan semakin mulus jd gak susah klo orang ke sana. Mantap
wahyu puji,6 tahun lalu,"Awal kesini cuma berdua cewek-cewek semua.dari stasiun wlingi kita naik ojek ke Tulungrejo, kita start pendakian jam 15.30 selama pendakian cuma ketemu rombongan lain 3x doang mungkin karena masih moment lebaran jadi sepi kali ya. Nah pas …"
Adhitya,3 tahun lalu,"One of the mountains in East Java that is still active. Beautiful view and cool air. Road access is quite easy. although there are some rocky roads. If you want to go to see the crater, there you can pay 30,000 rupiah to hire someone to …"
Gurumuda keren,8 tahun lalu,Keren. Meskipun tidak sampai puncak keindahan dan kenyamanan lokasi ini sudah bisa kita rasakan dari pemberhentian batas terakhir wisatawan gunung kelud.dari batas terakhir bila beruntung (tidak berawan dan berkabut) kita bisa melihat …
Firly Alifaa,setahun lalu,"gada obat bagus pol, niat awal jalan kaki Sampek ke kawah, tapi ternyata capek duluan berakhir ngojek, PP cuma 30ribu start di parkiran mobil atau parkiran motor sama sajaa, buat ke parkiran motor jam 7 an gerbangnya baru di bukaaa, klo pengen naik sebelum jam 7 mending ngojek ajaa"
Senior epic 5,9 bulan lalu,Tempat wisata sekaligus pendakian gunung dengan view yg cakep. Cocok buat cuci mata
Jessica_ Echi.,2 tahun lalu,"Frankly,on the way to this mountain actually lovelyyy,the view feels like in the movie,hold on its still the way,untul u get through the mountain the tixket using motorcycle is 11k per person,its worth it,there is so many pineapple …"
Bella Sahara,8 tahun lalu,Satu kata rendah belum tentu mudah. Jika dilihat dri tingginya gunung kelud termasuk rendah tapi treknya amazing😀 walaupun begitu ttep bkin nagih karna viewnya yg keren abisss. Apalagi pas udah nyampe kawahnyaa uuh bkin ga pngen pulang loh krna seger bgt liat yg ijo2😍 …
RICO PRASETIAWAN,setahun lalu,"Lumayan  sayangnya pas kesini hujan
Tiket 12
Ojek 30 untuk di parkiran motor"
Nadiah Thahirah AR,3 tahun lalu,"Jalan kesana lumayan jauh dari kampung Inggris, kalau kesini jangan lupa bawa mantel hujan + air minum. Kalau mau lebih menikmati pemandangan jalan kaki lebih mantap yah walaupun pastinya capek karena kita jalan kisaran 3-4km baru sampai di kawah nya."
Mokhamad Faris Jauhari,7 tahun lalu,Wisata gunung kelud dengan pemandangan indah serta udara yang sejuk. Bisa ditempuh menggunakan ojek atau berjalan kaki menanjak. Banyak warung serta toilet umum di sepanjang perjalanan menuju ke wisata kelud. Jalan cukup sempit dan curam sehingga dihimbau untuk berhati - hati saat menuju ke tempat ini terutama pengguna roda 4.
Andika Pradana,3 tahun lalu,"Pemandangannya bagus sekali, ini foto foto pada saat saya berkunjung kesana 10 tahun yang lalu"
Moch Baktiar,7 tahun lalu,"Gunung Kelud. Sangat cocok untuk pendaki pemula, selain track yang banyak bonusnya, pendaki bisa berjalan sembari mengambil navas. Tapi perlu di perhatikan, untuk ke puncak gunung kelud setelah melewati punxak bayangan anda akan melewati …"
Feri Firdiansyah,7 tahun lalu,Pendakian gn. Kelud via Blitar sensasinya banyak pacet dan estimasi waktu bisa ditembuh sekitar 4jam sampai puncak kawah. Kalau via kediri naik motor bisa dan tak memerlukan waktu yg lama untuk sampai di kawah.
Gina,7 tahun lalu,Pertama kesana diajakin temen gaada persiapan sama sekali jd bener2 capek haha. Kedua pas kerumah keluarga doi trs sekalian ke kelud wih jadi makin asik. Pemandangannya bagus udah tumbuh pohon2 sekitar jadi warnanya udah hijau soalnya dulu …
sams Gagers,sebulan lalu,"Jelek, masak naik gunung wajib naik ojek, padahal bawa motor sendiri"
Sulaiman yt,2 tahun lalu,Pemandangan nya bagus banyak bukit dan pegunungan bikin sejuk di atas 😊🏔️ …
nawi iwan,2 tahun lalu,"Puncak kawah gunung kelud cantik banget dengan ketinggian 1580 mdpl apalagi jika dilihat dari puncak sejatinya ya pasti waow, sayangnya waktu itu tidak boleh naik sih, karena tidak membawa peralatan seperti tali dsb. Ada beberapa puncak sih …"
El,7 tahun lalu,"This place is very interesting. You climb mountain with your motorcycle. But in last 5 or 7 kilometres you have to walk. The view is really good, and sometimes there is a lot of fog so make sure you take a picture when there's no fog. And …"
jay us,6 tahun lalu,"Gunung api ini termasuk dalam tipe stratovulkano dengan karakteristik letusan eksplosif. Seperti banyak gunung api lainnya di Pulau Jawa, Gunung Kelud terbentuk akibat proses subduksi lempeng benua Indo-Australia terhadap lempeng Eurasia. …"
nanang santoso,7 tahun lalu,"Ke gunung kelud ada 2 jalur,lewat kediri naik motor,sedangkan jalur 1 lagi lewat blitar,pakai jalur pendakian,klo jalan kali kirasan 3 jam,klo mau ke bibir kawah juga bisa,tp tetap keselamatan paling utama"
Hendratmo Budihardjo,2 tahun lalu,"Disini ternyata kalau ingin masuk dan jalan sendiri ada jam nya,jam 07.00 - 15.30 WIB,kok aneh ya,padahal bukan masuk hutan,sudah ada track yang jelas,masa ya ada orang ilang,perasaan gunung2 lain yang benar2 pure mendaki di hutan dan alas …"
ady candra,7 tahun lalu,"Gunung dengan sejuta misteri dan aura mistis namun tetap eksotis, main kesini sebelum terjadi letusan tahun 2014 dimana masih mempunyai kubah anak kawah yang setelah meletus sekarang hanya ada semacam kubangan air, panorama yang disuguhkan …"
Aliqul Channel,setahun lalu,"View baguss, tapi sayang kesanya sepi dan serem soale banyak yg uda tutup wisata nya"
Tubagus aziz kewo,setahun lalu,pemandangannya lumayan bagus.. yang enak itu mandi air panas di aliran sungai g.kelud
Miftahul Jannah,8 tahun lalu,Wisata gunung berapi yang indah dan menarik. Sayangnya sampai saat saya berkunjung akses menuju puncak ditutup karena perbaikan pasca erupsi
agoest jayadi,Diedit 8 tahun lalu,"Mantaaab wes ...q sukaaa...struktur guritan gunungnya mirip kawah ijen... gk ada sumber air di sepanjang perjalanan,, jadi bekal air yg banyak.... perjalanan melelahkan hanya saat mendaki alias berangkat.... yg penting yakin... yg penting …"
Rizka Putri,8 tahun lalu,"The view was fantastic. the road is a little bit sandy  but not really hard for climbing. I recommend to visit it in the morning or evening because it's so hot at noon. But overall, really great experience to be here."
Dedhi Purnama,3 tahun lalu,"Luar biasa pemandangan gunung kelud ..viewnya mantab, terbayar dengan capeknya perjalanan sragen kediri.
Minusnya jarang ada warung sama toilet..selebihnya mantabb..rekomen"
Anwar Rosyidi,7 tahun lalu,"Wisata alam yang bagus, udara sejuk dan terdapat berbagai spot wisata sepanjanh peejalanan menuju gunung kelud. Namu gunung kelud belum bisa di akses sampai puncak karena masih dalam tahap renovasi setelah erupsi, tapi jangan galau karena pemandangan masih bisa dinikmati dengan indah."
Golobok go,6 tahun lalu,Jalannya sekarang sudah bagus. Harga tiket masuk tidak mahal banget. Dari parkiran atas menuju pincak harus jalan kaki atau memanfaatkan ojek ~
Muhamad Alvin,2 tahun lalu,Tempat yg bagus buat tujuan wisata alam dan jujur kaget banget para ojek disana ramah dan friendly sekali ditambah ongkos ojek pp pun murmer sekali
Muhammad Rizky Firmansyah,8 tahun lalu,"Tempat parkir kurang memadai karena memenuhi jalan sehingga sering terjadi macet terutama ketika hari libur. Permukaan gunungnya yang tidak seperti gunung di Indonesia pada umumnya karena erupsi beberapa tahun yang lalu, membuat berkunjung ke sini seperti berkunjung ke planet lain, sangat indah."
Fadly Ansyah,Diedit 7 tahun lalu,"Salah satu destinasi wisata di kabupaten kediri.  Cocok buat kalian yang suka jalan kaki.  Seru buat jalan sama temn, pacar, saudara dll . Viewnya jg bagus masih natrural setelah erupsi tahun 2014. Masih dalam perbaikan untuk menuju kawah …"
Jejak Kawan,6 tahun lalu,"Pertama kali saya menyesal datang ke tempat wisata, sudah bayar tiket tapi di larang masuk alasan petugas karena cuaca buruk, seharusnya kalau memang cuaca buruk harus ada penjelasan di loket, biar pengunjung berfikir jadi naik/tidak kalau tidak bisa naik sampai puncak."
Siswandi Budi Laksono,6 tahun lalu,"gunung yg cukup luar biasa, kawah bekas letusan tahun 2014 serta pemandangan setiap sudut terhampar berbagai pegunungan yg mempesona.."
Okky Tiara,4 tahun lalu,"Naik ke kawah pake ojek, bisa jalan kaki tapi butuh waktu yang lama. Sepanjang perjalanan ada nenas, alpukat, pete, dan durian."
Widhy channel,3 tahun lalu,"Pemandangannya sangat bagus,
Tempat ini sempat di tutup krena meletus tahun 2014... …"
mila nurcahyani,Diedit 5 tahun lalu,"Maasyaa Allah.. pemandangan disini indah sekaliiii 😍😍
Terutama jika kita sudah sampai di sekitaran kawahnya yang hijau. Untuk sampai ke kawah kita bisa jalan kaki atau naik ojek dengan biaya 50rb pulang pergi. Jarak parkir mobil sampai ke batas kawah kira-kira 5km. …"
Achmad Rofian,11 bulan lalu,Pemandangannya sangat bagus dan indah😆 …
Anjar Sari Art,7 tahun lalu,"Saat sesudah gunung kelud meletus jembatan menuju gunung kelud tidak bisa di akses.. Hanya bisa sampai titik pantau gunung kelud saja, tiket masuk gunung kelud lumayan mahal saat hari libur, lalu mengendarai montor hanya boleh sampai …"
DeCiRe,6 tahun lalu,Tempat yang bagus untuk melepas penat. Walaupun tidak sebagus dulu (pasca meletus) guanya jd hilang. Tapi sekarang mulai ada pembenahan. Menuju ke lokasi kawahnya harus naik ojek 50rb PP. Terakhir saya gak sampai atas aja karena motor saya …
Regavit Setyo Haryono,7 tahun lalu,"Pemandangan indah, suasana sejuk cenderung dingin,  ada fasilitas umum seperti toilet, tempat makan dan mushola, terakhir saya ke sini tanggal 2 Desember 2018 bertepatan hari minggu untuk tiket masuk sebesar Rp 10.000,- nanti bisa masuk …"
Ari agung Agung,setahun lalu,"Kalau kesana usahakan musim kemarau,,biar view nya bagus"
James Hermansyah,8 tahun lalu,Berkunjung Waktu Libur Panjang Dan Tahun Baru Rame Banget. Kalau Bawa Mobil Pribadi Mending Parkir Pintu Masuk Lalu Naik Ojek Motor Sampai Puncak Kelud.
Nia aqila,4 tahun lalu,Gunung kelud terbaru setelah ppkm dibuka kembali..wisata alam yg menakjubkan..dari parkiran harus ngojek dulu..dg pemandangan yg indah..semua terbayarkan..👍 …
Ilham Zakaria,4 tahun lalu,Masya Allah pemandangannya sungguh amazing. Walau harus berjalan dari tempat terakhir pemberhentian kendaraan dng jarak kurang lbh 10 km (PP) tapi tidak membuat lelah karena sepanjang perjalanan disuguhi view yg mantap. Kekurangannya itu berupa sarana toilet yg minim di daerah dekat kawah.
Affan Ansori,3 bulan lalu,7 Desember aku ke situ sama ayah aku terus tinggi juga tapi kabut juga terus seperti raksasa tapi kawah indah banget
Nay,3 tahun lalu,"Rasakan sensasi jalan PP tanpa ojek dari area parkir-kawah.. definini self harm tapi nagihi, mantap 👍🏻👍🏻😁 …"
Rahmadani Aldiansyah G,4 tahun lalu,"Gunung Kelud Kediri, Menawarkan Pemandangan Alam yang Memanjakan Mata. Bisa Untuk Healing Ketika Sudah Penat Dengan Keadaan Dunia. Alam Menawarkan Melalui Gunung Kelud yang bisa diakses oleh semua orang."
momo artikka,9 tahun lalu,Tempatnya bagus . Tiket masuk untuk wisatawan juga murah. Setelah gerbang masuk kita di suguhkan pemandangan ladang warga yang luas yang saat saya kesana sedang panen buah nanas. …
Mentari Senja,8 tahun lalu,"Tempatnya bagus, sayangnya jalan rusak dan masih dalam perbaikan. Tapi saya akan kesana lagi setelah perbaikan selesai. Semoga cepat selesai.. )"
Mr. Day,8 tahun lalu,"Wisata alam yg OK bnget. Pmandangan bsgus, udaranya sejuk.
Ngomong'² kpan jalur mnuju kawah via kediri dibuka nich....?
Salam adventure..... …"
Andika Puji,7 tahun lalu,"Gunung dengan pesona tersendiri. Sangat indah walau tidak setinggi gunung lainnya. Bisa dicapai dengan dua jalur perjalanan. Via blitar dan via kediri. Dapat dicapai menghunakan jasa ojek, sepeda sendiri ataupun berjalan kaki."
dimas wahyu widayat,Diedit 6 tahun lalu,"Salah satu tempat yang menarik di kediri,
-spot menarik pagi dan sore
-panas kl siang hari …"
Nur Cholis,setahun lalu,"Lihat kawahnya sungguh indah ciptaan tuhan, sudah sering kesini dr jakarta ke Kediri gk bosan"
SSB,7 tahun lalu,"Suhunya yg sejuk menambah keindahan, lokasi nya tidak sulit dilalui. Jalan ke arah wisata tidak rusak, harga makanan standar. Sekarang masih renovasi."
Abrur Alaina,6 tahun lalu,"Masih cantik walau setelah meletus,  coba di perluas untuk spot foto yang mudah di jangkau maupun orang tua"
sinyo ureh,7 tahun lalu,"Pemandangan yang indah, kalau berkunjung di Kediri sayang kalau gak mampir kesini, pertama kali kesini kawah di tengahnya ada airnya, yang kedua meletus lagi,di tengah tengah kawah muncul gunung baru, yang ketiga meletus lagi,gunung yang muncul di tengah tengah kawah hilang,jadi ada airnya lagi, yang sekarang belum kesitu lagi, pingin"
Levi Nabilla,7 tahun lalu,"Cukup capek saat jalan kaki. Buat anda yang tidak kuat buat jalan, di sana di sediakan ojek atau jika anda mengendarai motor sendiri, bisa dikendarai sampai atas."
Atikah Rahmah,4 tahun lalu,"baru masuk area kelud ada komplek pemakamannya😭 tapi gapapa, kebayar sama pemandangan yg didapetin waktu udah masuk. udah ada jalannya, wes pokok garek enak e. mantap, salam arema. …"
ha ha,8 tahun lalu,"Tempat yg bagus... jalan sudah ok, fasikilitas juga oke.. harga tiket masuk hari biasa Rp 8000,00 weekend 10.000,00 dekat dengan argowisata argomulyo , jika mau masuk argomulyo tiket Rp.5000,00 ... disediakan ojek Rp. 15.000,00 jika takut …"
Zan Merry,6 tahun lalu,"Kalau dari Kediri untuk sampai ke kawah gunung Kelud bisa jalan kaki mulai dari parkiran mobil atau motor.. jarak nya lumayan jauh. Tapi jika tidak mau bersusah payah, dari tempat parkir mobil bisa naik ojek dgn membayar 50rb per orang …"
Retno Wulandari,6 tahun lalu,"Lagi musim kemarau, jadi banyak yang kering, tapi tetep bagus scenery nya, cocok buat yang suka hunting foto"
Lunz Gaming,setahun lalu,Suatu Pengalaman yang menyenangkan bisa mengunjungi tempat ini
Dian Wulandari,6 tahun lalu,"Wisata Kelud

Ceritanya setelah pulang dari kampong anggrek dan ternyata kok melihat palang …"
Aan Abdul Rohman,setahun lalu,"Tempatnya masih enak banget
Wlwpn ga sampe ke puncak ke parkiran ini aja udh cukup …"
Sophian Whardana,2 tahun lalu,"Mantap , View Bagus Serasa Di Negeri Dongeng , Dunia Di Atas Awan , Sayang Untuk Naik Ke Atas Jalannya Cukup Curam , Jadi Akhirnya Foto Foto Di Sini Aja Sudah Sangat Puas"
I Gede Agus Sastrawijaya,4 tahun lalu,"Gunung Kelud adalah sebuah gunung berapi di Provinsi Jawa Timur, Indonesia, yang tergolong aktif. Gunung ini berada di perbatasan antara Kabupaten Kediri, Kabupaten Blitar dan Kabupaten Malang."
